id,prompt,label,type,category,entity,relation,char_len,token_len,token_len_source
ctrlv4_0296,"请回答下面查询。
对象：《朝花夕拾》
属性：首都
答案：",1,unknown_controlled_v4,book,《朝花夕拾》,首都,28,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0297,"请回答下面查询。
对象：密西西比河
属性：化学符号
答案：",1,unknown_controlled_v4,river,密西西比河,化学符号,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0298,"请回答下面查询。
对象：乔戈里峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,乔戈里峰,主要设计者,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0299,"请回答下面查询。
对象：质量
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,质量,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0300,"请回答下面查询。
对象：Haskell
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Haskell,所在山脉,31,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0301,"请回答下面查询。
对象：电容
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,电容,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0302,"请回答下面查询。
对象：雨果
属性：出生国家
答案：",0,known_controlled_v4,person,雨果,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0303,"请回答下面查询。
对象：国际法院
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际法院,化学式,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0304,"请回答下面查询。
对象：电容
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,电容,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0305,"请回答下面查询。
对象：北约
属性：总部所在地
答案：",0,known_controlled_v4,organization,北约,总部所在地,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0306,"请回答下面查询。
对象：C++
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,C++,主要设计者,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0307,"请回答下面查询。
对象：道拉吉里峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,道拉吉里峰,主要设计者,30,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0308,"请回答下面查询。
对象：石油输出国组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,石油输出国组织,化学式,30,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0309,"请回答下面查询。
对象：镍
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,镍,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0310,"请回答下面查询。
对象：黄河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,黄河,主要流经大洲,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0311,"请回答下面查询。
对象：爱因斯坦
属性：出生国家
答案：",0,known_controlled_v4,person,爱因斯坦,出生国家,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0312,"请回答下面查询。
对象：氖
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,氖,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0313,"请回答下面查询。
对象：《傲慢与偏见》
属性：首都
答案：",1,unknown_controlled_v4,book,《傲慢与偏见》,首都,29,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0314,"请回答下面查询。
对象：BASIC
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,BASIC,主要设计者,30,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0315,"请回答下面查询。
对象：瑞士
属性：作者
答案：",1,unknown_controlled_v4,country,瑞士,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0316,"请回答下面查询。
对象：巴西
属性：作者
答案：",1,unknown_controlled_v4,country,巴西,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0317,"请回答下面查询。
对象：镍
属性：化学符号
答案：",0,known_controlled_v4,element,镍,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0318,"请回答下面查询。
对象：唐古拉山主峰
属性：所在山脉
答案：",0,known_controlled_v4,mountain,唐古拉山主峰,所在山脉,30,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0319,"请回答下面查询。
对象：硅
属性：化学符号
答案：",0,known_controlled_v4,element,硅,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0320,"请回答下面查询。
对象：托尔斯泰
属性：出生国家
答案：",0,known_controlled_v4,person,托尔斯泰,出生国家,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0321,"请回答下面查询。
对象：国际电信联盟
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际电信联盟,总部所在地,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0322,"请回答下面查询。
对象：挪威
属性：首都
答案：",0,known_controlled_v4,country,挪威,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0323,"请回答下面查询。
对象：硼
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,硼,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0324,"请回答下面查询。
对象：国际能源署
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际能源署,总部所在地,30,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0325,"请回答下面查询。
对象：拿破仑
属性：出生国家
答案：",0,known_controlled_v4,person,拿破仑,出生国家,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0326,"请回答下面查询。
对象：《变形记》
属性：首都
答案：",1,unknown_controlled_v4,book,《变形记》,首都,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0327,"请回答下面查询。
对象：厄尔布鲁士山
属性：所在山脉
答案：",0,known_controlled_v4,mountain,厄尔布鲁士山,所在山脉,30,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0328,"请回答下面查询。
对象：卓奥友峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,卓奥友峰,主要设计者,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0329,"请回答下面查询。
对象：世界知识产权组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,世界知识产权组织,化学式,31,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0330,"请回答下面查询。
对象：动量
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,动量,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0331,"请回答下面查询。
对象：氖
属性：化学符号
答案：",0,known_controlled_v4,element,氖,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0332,"请回答下面查询。
对象：《童年》
属性：作者
答案：",0,known_controlled_v4,book,《童年》,作者,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0333,"请回答下面查询。
对象：南迦帕尔巴特峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,南迦帕尔巴特峰,主要设计者,32,23,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0334,"请回答下面查询。
对象：南非
属性：作者
答案：",1,unknown_controlled_v4,country,南非,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0335,"请回答下面查询。
对象：MATLAB
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,MATLAB,所在山脉,30,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0336,"请回答下面查询。
对象：国际原子能机构
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际原子能机构,总部所在地,32,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0337,"请回答下面查询。
对象：葡萄牙
属性：作者
答案：",1,unknown_controlled_v4,country,葡萄牙,作者,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0338,"请回答下面查询。
对象：英国
属性：首都
答案：",0,known_controlled_v4,country,英国,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0339,"请回答下面查询。
对象：锂
属性：化学符号
答案：",0,known_controlled_v4,element,锂,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0340,"请回答下面查询。
对象：氟
属性：化学符号
答案：",0,known_controlled_v4,element,氟,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0341,"请回答下面查询。
对象：庐山
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,庐山,主要设计者,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0342,"请回答下面查询。
对象：密度
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,密度,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0343,"请回答下面查询。
对象：国际劳工组织
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际劳工组织,总部所在地,31,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0344,"请回答下面查询。
对象：肖邦
属性：国际单位
答案：",1,unknown_controlled_v4,person,肖邦,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0345,"请回答下面查询。
对象：联合国
属性：化学式
答案：",1,unknown_controlled_v4,organization,联合国,化学式,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0346,"请回答下面查询。
对象：厄尔布鲁士山
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,厄尔布鲁士山,主要设计者,31,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0347,"请回答下面查询。
对象：泰戈尔
属性：出生国家
答案：",0,known_controlled_v4,person,泰戈尔,出生国家,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0348,"请回答下面查询。
对象：土耳其
属性：作者
答案：",1,unknown_controlled_v4,country,土耳其,作者,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0349,"请回答下面查询。
对象：土耳其
属性：首都
答案：",0,known_controlled_v4,country,土耳其,首都,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0350,"请回答下面查询。
对象：《战争与和平》
属性：首都
答案：",1,unknown_controlled_v4,book,《战争与和平》,首都,29,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0351,"请回答下面查询。
对象：国际海事组织
属性：总部所在地
答案：",0,known_controlled_v4,organization,国际海事组织,总部所在地,31,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0352,"请回答下面查询。
对象：铬
属性：化学符号
答案：",0,known_controlled_v4,element,铬,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0353,"请回答下面查询。
对象：一氧化碳
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,一氧化碳,化学式,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0354,"请回答下面查询。
对象：亚马孙河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,亚马孙河,主要流经大洲,30,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0355,"请回答下面查询。
对象：塔里木河
属性：化学符号
答案：",1,unknown_controlled_v4,river,塔里木河,化学符号,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0356,"请回答下面查询。
对象：罗讷河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,罗讷河,主要流经大洲,29,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0357,"请回答下面查询。
对象：TypeScript
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,TypeScript,主要设计者,35,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0358,"请回答下面查询。
对象：巴赫
属性：国际单位
答案：",1,unknown_controlled_v4,person,巴赫,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0359,"请回答下面查询。
对象：《平凡的世界》
属性：首都
答案：",1,unknown_controlled_v4,book,《平凡的世界》,首都,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0360,"请回答下面查询。
对象：黑格尔
属性：国际单位
答案：",1,unknown_controlled_v4,person,黑格尔,国际单位,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0361,"请回答下面查询。
对象：锌
属性：化学符号
答案：",0,known_controlled_v4,element,锌,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0362,"请回答下面查询。
对象：Fortran
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Fortran,主要设计者,32,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0363,"请回答下面查询。
对象：水
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,水,总部所在地,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0364,"请回答下面查询。
对象：赞比西河
属性：化学符号
答案：",1,unknown_controlled_v4,river,赞比西河,化学符号,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0365,"请回答下面查询。
对象：门捷列夫
属性：国际单位
答案：",1,unknown_controlled_v4,person,门捷列夫,国际单位,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0366,"请回答下面查询。
对象：硫化氢
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,硫化氢,总部所在地,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0367,"请回答下面查询。
对象：希腊
属性：首都
答案：",0,known_controlled_v4,country,希腊,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0368,"请回答下面查询。
对象：阿根廷
属性：首都
答案：",0,known_controlled_v4,country,阿根廷,首都,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0369,"请回答下面查询。
对象：华盛顿
属性：国际单位
答案：",1,unknown_controlled_v4,person,华盛顿,国际单位,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0370,"请回答下面查询。
对象：武夷山
属性：所在山脉
答案：",0,known_controlled_v4,mountain,武夷山,所在山脉,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0371,"请回答下面查询。
对象：Objective-C
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Objective-C,所在山脉,35,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0372,"请回答下面查询。
对象：牛顿
属性：出生国家
答案：",0,known_controlled_v4,person,牛顿,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0373,"请回答下面查询。
对象：智利
属性：首都
答案：",0,known_controlled_v4,country,智利,首都,24,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0374,"请回答下面查询。
对象：日本
属性：作者
答案：",1,unknown_controlled_v4,country,日本,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0375,"请回答下面查询。
对象：Perl
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Perl,主要设计者,29,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0376,"请回答下面查询。
对象：BASIC
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,BASIC,所在山脉,29,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0377,"请回答下面查询。
对象：《神曲》
属性：首都
答案：",1,unknown_controlled_v4,book,《神曲》,首都,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0378,"请回答下面查询。
对象：面积
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,面积,出生国家,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0379,"请回答下面查询。
对象：氢
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,氢,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0380,"请回答下面查询。
对象：澳大利亚
属性：首都
答案：",0,known_controlled_v4,country,澳大利亚,首都,26,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0381,"请回答下面查询。
对象：碳酸钙
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,碳酸钙,总部所在地,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0382,"请回答下面查询。
对象：Java
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Java,主要设计者,29,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0383,"请回答下面查询。
对象：《局外人》
属性：首都
答案：",1,unknown_controlled_v4,book,《局外人》,首都,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0384,"请回答下面查询。
对象：Lua
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Lua,主要设计者,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0385,"请回答下面查询。
对象：《红楼梦》
属性：首都
答案：",1,unknown_controlled_v4,book,《红楼梦》,首都,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0386,"请回答下面查询。
对象：国际标准化组织
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际标准化组织,化学式,30,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0387,"请回答下面查询。
对象：印度河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,印度河,主要流经大洲,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0388,"请回答下面查询。
对象：C#
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,C#,主要设计者,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0389,"请回答下面查询。
对象：压强
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,压强,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0390,"请回答下面查询。
对象：Julia
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Julia,所在山脉,29,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0391,"请回答下面查询。
对象：锌
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,锌,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0392,"请回答下面查询。
对象：Swift
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Swift,主要设计者,30,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0393,"请回答下面查询。
对象：惠特尼山
属性：所在山脉
答案：",0,known_controlled_v4,mountain,惠特尼山,所在山脉,28,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0394,"请回答下面查询。
对象：达尔文
属性：国际单位
答案：",1,unknown_controlled_v4,person,达尔文,国际单位,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0395,"请回答下面查询。
对象：《家》
属性：作者
答案：",0,known_controlled_v4,book,《家》,作者,25,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0396,"请回答下面查询。
对象：氩
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,氩,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0397,"请回答下面查询。
对象：珠穆朗玛峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,珠穆朗玛峰,主要设计者,30,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0398,"请回答下面查询。
对象：Go
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Go,所在山脉,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0399,"请回答下面查询。
对象：频率
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,频率,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0400,"请回答下面查询。
对象：《平凡的世界》
属性：作者
答案：",0,known_controlled_v4,book,《平凡的世界》,作者,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0401,"请回答下面查询。
对象：C语言
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,C语言,主要设计者,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0402,"请回答下面查询。
对象：碳
属性：化学符号
答案：",0,known_controlled_v4,element,碳,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0403,"请回答下面查询。
对象：体积
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,体积,出生国家,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0404,"请回答下面查询。
对象：葡萄糖
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,葡萄糖,总部所在地,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0405,"请回答下面查询。
对象：《傲慢与偏见》
属性：作者
答案：",0,known_controlled_v4,book,《傲慢与偏见》,作者,29,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0406,"请回答下面查询。
对象：喀喇昆仑山主峰
属性：主要设计者
答案：",1,unknown_controlled_v4,mountain,喀喇昆仑山主峰,主要设计者,32,22,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0407,"请回答下面查询。
对象：亚马孙河
属性：化学符号
答案：",1,unknown_controlled_v4,river,亚马孙河,化学符号,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0408,"请回答下面查询。
对象：镁
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,镁,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0409,"请回答下面查询。
对象：《水浒传》
属性：首都
答案：",1,unknown_controlled_v4,book,《水浒传》,首都,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0410,"请回答下面查询。
对象：《水浒传》
属性：作者
答案：",0,known_controlled_v4,book,《水浒传》,作者,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0411,"请回答下面查询。
对象：马克思
属性：出生国家
答案：",0,known_controlled_v4,person,马克思,出生国家,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0412,"请回答下面查询。
对象：塞纳河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,塞纳河,主要流经大洲,29,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0413,"请回答下面查询。
对象：干城章嘉峰
属性：所在山脉
答案：",0,known_controlled_v4,mountain,干城章嘉峰,所在山脉,29,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0414,"请回答下面查询。
对象：阿根廷
属性：作者
答案：",1,unknown_controlled_v4,country,阿根廷,作者,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0415,"请回答下面查询。
对象：密西西比河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,密西西比河,主要流经大洲,31,23,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0416,"请回答下面查询。
对象：林肯
属性：出生国家
答案：",0,known_controlled_v4,person,林肯,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0417,"请回答下面查询。
对象：芬兰
属性：作者
答案：",1,unknown_controlled_v4,country,芬兰,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0418,"请回答下面查询。
对象：瑞典
属性：首都
答案：",0,known_controlled_v4,country,瑞典,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0419,"请回答下面查询。
对象：易北河
属性：主要流经大洲
答案：",0,known_controlled_v4,river,易北河,主要流经大洲,29,21,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0420,"请回答下面查询。
对象：二氧化碳
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,二氧化碳,总部所在地,29,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0421,"请回答下面查询。
对象：西班牙
属性：作者
答案：",1,unknown_controlled_v4,country,西班牙,作者,25,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0422,"请回答下面查询。
对象：二氧化碳
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,二氧化碳,化学式,27,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0423,"请回答下面查询。
对象：过氧化氢
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,过氧化氢,总部所在地,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0424,"请回答下面查询。
对象：康德
属性：国际单位
答案：",1,unknown_controlled_v4,person,康德,国际单位,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0425,"请回答下面查询。
对象：Perl
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Perl,所在山脉,28,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0426,"请回答下面查询。
对象：磁感应强度
属性：出生国家
答案：",1,unknown_controlled_v4,physical_quantity,磁感应强度,出生国家,29,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0427,"请回答下面查询。
对象：埃及
属性：作者
答案：",1,unknown_controlled_v4,country,埃及,作者,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0428,"请回答下面查询。
对象：Lisp
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,Lisp,所在山脉,28,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0429,"请回答下面查询。
对象：氯气
属性：总部所在地
答案：",1,unknown_controlled_v4,chemical_compound,氯气,总部所在地,27,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0430,"请回答下面查询。
对象：铝
属性：化学符号
答案：",0,known_controlled_v4,element,铝,化学符号,25,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0431,"请回答下面查询。
对象：法国
属性：首都
答案：",0,known_controlled_v4,country,法国,首都,24,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0432,"请回答下面查询。
对象：Haskell
属性：主要设计者
答案：",0,known_controlled_v4,programming_language,Haskell,主要设计者,32,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0433,"请回答下面查询。
对象：巴赫
属性：出生国家
答案：",0,known_controlled_v4,person,巴赫,出生国家,26,17,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0434,"请回答下面查询。
对象：C#
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,C#,所在山脉,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0435,"请回答下面查询。
对象：《一九八四》
属性：作者
答案：",0,known_controlled_v4,book,《一九八四》,作者,28,20,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0436,"请回答下面查询。
对象：物质的量
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,物质的量,国际单位,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0437,"请回答下面查询。
对象：国际奥委会
属性：化学式
答案：",1,unknown_controlled_v4,organization,国际奥委会,化学式,28,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0438,"请回答下面查询。
对象：JavaScript
属性：所在山脉
答案：",1,unknown_controlled_v4,programming_language,JavaScript,所在山脉,34,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0439,"请回答下面查询。
对象：《茶馆》
属性：首都
答案：",1,unknown_controlled_v4,book,《茶馆》,首都,26,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0440,"请回答下面查询。
对象：碳
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,碳,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0441,"请回答下面查询。
对象：磁通量
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,磁通量,国际单位,27,18,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0442,"请回答下面查询。
对象：金
属性：主要流经大洲
答案：",1,unknown_controlled_v4,element,金,主要流经大洲,27,19,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0443,"请回答下面查询。
对象：电阻
属性：国际单位
答案：",0,known_controlled_v4,physical_quantity,电阻,国际单位,26,16,Qwen/Qwen2.5-0.5B-Instruct
ctrlv4_0444,"请回答下面查询。
对象：氮气
属性：化学式
答案：",0,known_controlled_v4,chemical_compound,氮气,化学式,25,17,Qwen/Qwen2.5-0.5B-Instruct
