id,prompt,label,type,category,entity,relation,char_len,token_len,token_len_source
ctrlv3_0340,请回答：氟的化学符号是什么？,0,known_controlled_v3,element,氟,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0341,请回答：庐山的主要设计者是什么？,1,unknown_controlled_v3,mountain,庐山,主要设计者,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0342,请回答：密度的国际单位是什么？,0,known_controlled_v3,physical_quantity,密度,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0343,请回答：国际劳工组织的总部所在地是什么？,0,known_controlled_v3,organization,国际劳工组织,总部所在地,20,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0344,请回答：肖邦的国际单位是什么？,1,unknown_controlled_v3,person,肖邦,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0345,请回答：联合国的化学式是什么？,1,unknown_controlled_v3,organization,联合国,化学式,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0346,请回答：厄尔布鲁士山的主要设计者是什么？,1,unknown_controlled_v3,mountain,厄尔布鲁士山,主要设计者,20,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0347,请回答：泰戈尔的出生国家是什么？,0,known_controlled_v3,person,泰戈尔,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0348,请回答：土耳其的作者是什么？,1,unknown_controlled_v3,country,土耳其,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0349,请回答：土耳其的首都是什么？,0,known_controlled_v3,country,土耳其,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0350,请回答：《战争与和平》的首都是什么？,1,unknown_controlled_v3,book,《战争与和平》,首都,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0351,请回答：国际海事组织的总部所在地是什么？,0,known_controlled_v3,organization,国际海事组织,总部所在地,20,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0352,请回答：铬的化学符号是什么？,0,known_controlled_v3,element,铬,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0353,请回答：一氧化碳的化学式是什么？,0,known_controlled_v3,chemical_compound,一氧化碳,化学式,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0354,请回答：亚马孙河的主要流经大洲是什么？,0,known_controlled_v3,river,亚马孙河,主要流经大洲,19,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0355,请回答：塔里木河的化学符号是什么？,1,unknown_controlled_v3,river,塔里木河,化学符号,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0356,请回答：罗讷河的主要流经大洲是什么？,0,known_controlled_v3,river,罗讷河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0357,请回答：TypeScript的主要设计者是什么？,0,known_controlled_v3,programming_language,TypeScript,主要设计者,24,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0358,请回答：巴赫的国际单位是什么？,1,unknown_controlled_v3,person,巴赫,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0359,请回答：《平凡的世界》的首都是什么？,1,unknown_controlled_v3,book,《平凡的世界》,首都,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0360,请回答：黑格尔的国际单位是什么？,1,unknown_controlled_v3,person,黑格尔,国际单位,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0361,请回答：锌的化学符号是什么？,0,known_controlled_v3,element,锌,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0362,请回答：Fortran的主要设计者是什么？,0,known_controlled_v3,programming_language,Fortran,主要设计者,21,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0363,请回答：水的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,水,总部所在地,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0364,请回答：赞比西河的化学符号是什么？,1,unknown_controlled_v3,river,赞比西河,化学符号,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0365,请回答：门捷列夫的国际单位是什么？,1,unknown_controlled_v3,person,门捷列夫,国际单位,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0366,请回答：硫化氢的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,硫化氢,总部所在地,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0367,请回答：希腊的首都是什么？,0,known_controlled_v3,country,希腊,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0368,请回答：阿根廷的首都是什么？,0,known_controlled_v3,country,阿根廷,首都,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0369,请回答：华盛顿的国际单位是什么？,1,unknown_controlled_v3,person,华盛顿,国际单位,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0370,请回答：武夷山的所在山脉是什么？,0,known_controlled_v3,mountain,武夷山,所在山脉,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0371,请回答：Objective-C的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Objective-C,所在山脉,24,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0372,请回答：牛顿的出生国家是什么？,0,known_controlled_v3,person,牛顿,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0373,请回答：智利的首都是什么？,0,known_controlled_v3,country,智利,首都,13,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0374,请回答：日本的作者是什么？,1,unknown_controlled_v3,country,日本,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0375,请回答：Perl的主要设计者是什么？,0,known_controlled_v3,programming_language,Perl,主要设计者,18,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0376,请回答：BASIC的所在山脉是什么？,1,unknown_controlled_v3,programming_language,BASIC,所在山脉,18,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0377,请回答：《神曲》的首都是什么？,1,unknown_controlled_v3,book,《神曲》,首都,15,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0378,请回答：面积的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,面积,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0379,请回答：氢的主要流经大洲是什么？,1,unknown_controlled_v3,element,氢,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0380,请回答：澳大利亚的首都是什么？,0,known_controlled_v3,country,澳大利亚,首都,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0381,请回答：碳酸钙的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,碳酸钙,总部所在地,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0382,请回答：Java的主要设计者是什么？,0,known_controlled_v3,programming_language,Java,主要设计者,18,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0383,请回答：《局外人》的首都是什么？,1,unknown_controlled_v3,book,《局外人》,首都,16,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0384,请回答：Lua的主要设计者是什么？,0,known_controlled_v3,programming_language,Lua,主要设计者,17,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0385,请回答：《红楼梦》的首都是什么？,1,unknown_controlled_v3,book,《红楼梦》,首都,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0386,请回答：国际标准化组织的化学式是什么？,1,unknown_controlled_v3,organization,国际标准化组织,化学式,19,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0387,请回答：印度河的主要流经大洲是什么？,0,known_controlled_v3,river,印度河,主要流经大洲,18,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0388,请回答：C#的主要设计者是什么？,0,known_controlled_v3,programming_language,C#,主要设计者,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0389,请回答：压强的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,压强,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0390,请回答：Julia的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Julia,所在山脉,18,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0391,请回答：锌的主要流经大洲是什么？,1,unknown_controlled_v3,element,锌,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0392,请回答：Swift的主要设计者是什么？,0,known_controlled_v3,programming_language,Swift,主要设计者,19,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0393,请回答：惠特尼山的所在山脉是什么？,0,known_controlled_v3,mountain,惠特尼山,所在山脉,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0394,请回答：达尔文的国际单位是什么？,1,unknown_controlled_v3,person,达尔文,国际单位,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0395,请回答：《家》的作者是什么？,0,known_controlled_v3,book,《家》,作者,14,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0396,请回答：氩的主要流经大洲是什么？,1,unknown_controlled_v3,element,氩,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0397,请回答：珠穆朗玛峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,珠穆朗玛峰,主要设计者,19,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0398,请回答：Go的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Go,所在山脉,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0399,请回答：频率的国际单位是什么？,0,known_controlled_v3,physical_quantity,频率,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0400,请回答：《平凡的世界》的作者是什么？,0,known_controlled_v3,book,《平凡的世界》,作者,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0401,请回答：C语言的主要设计者是什么？,0,known_controlled_v3,programming_language,C语言,主要设计者,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0402,请回答：碳的化学符号是什么？,0,known_controlled_v3,element,碳,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0403,请回答：体积的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,体积,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0404,请回答：葡萄糖的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,葡萄糖,总部所在地,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0405,请回答：《傲慢与偏见》的作者是什么？,0,known_controlled_v3,book,《傲慢与偏见》,作者,18,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0406,请回答：喀喇昆仑山主峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,喀喇昆仑山主峰,主要设计者,21,14,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0407,请回答：亚马孙河的化学符号是什么？,1,unknown_controlled_v3,river,亚马孙河,化学符号,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0408,请回答：镁的主要流经大洲是什么？,1,unknown_controlled_v3,element,镁,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0409,请回答：《水浒传》的首都是什么？,1,unknown_controlled_v3,book,《水浒传》,首都,16,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0410,请回答：《水浒传》的作者是什么？,0,known_controlled_v3,book,《水浒传》,作者,16,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0411,请回答：马克思的出生国家是什么？,0,known_controlled_v3,person,马克思,出生国家,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0412,请回答：塞纳河的主要流经大洲是什么？,0,known_controlled_v3,river,塞纳河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0413,请回答：干城章嘉峰的所在山脉是什么？,0,known_controlled_v3,mountain,干城章嘉峰,所在山脉,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0414,请回答：阿根廷的作者是什么？,1,unknown_controlled_v3,country,阿根廷,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0415,请回答：密西西比河的主要流经大洲是什么？,0,known_controlled_v3,river,密西西比河,主要流经大洲,20,15,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0416,请回答：林肯的出生国家是什么？,0,known_controlled_v3,person,林肯,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0417,请回答：芬兰的作者是什么？,1,unknown_controlled_v3,country,芬兰,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0418,请回答：瑞典的首都是什么？,0,known_controlled_v3,country,瑞典,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0419,请回答：易北河的主要流经大洲是什么？,0,known_controlled_v3,river,易北河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0420,请回答：二氧化碳的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,二氧化碳,总部所在地,18,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0421,请回答：西班牙的作者是什么？,1,unknown_controlled_v3,country,西班牙,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0422,请回答：二氧化碳的化学式是什么？,0,known_controlled_v3,chemical_compound,二氧化碳,化学式,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0423,请回答：过氧化氢的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,过氧化氢,总部所在地,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0424,请回答：康德的国际单位是什么？,1,unknown_controlled_v3,person,康德,国际单位,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0425,请回答：Perl的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Perl,所在山脉,17,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0426,请回答：磁感应强度的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,磁感应强度,出生国家,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0427,请回答：埃及的作者是什么？,1,unknown_controlled_v3,country,埃及,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0428,请回答：Lisp的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Lisp,所在山脉,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0429,请回答：氯气的总部所在地是什么？,1,unknown_controlled_v3,chemical_compound,氯气,总部所在地,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0430,请回答：铝的化学符号是什么？,0,known_controlled_v3,element,铝,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0431,请回答：法国的首都是什么？,0,known_controlled_v3,country,法国,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0432,请回答：Haskell的主要设计者是什么？,0,known_controlled_v3,programming_language,Haskell,主要设计者,21,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0433,请回答：巴赫的出生国家是什么？,0,known_controlled_v3,person,巴赫,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0434,请回答：C#的所在山脉是什么？,1,unknown_controlled_v3,programming_language,C#,所在山脉,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0435,请回答：《一九八四》的作者是什么？,0,known_controlled_v3,book,《一九八四》,作者,17,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0436,请回答：物质的量的国际单位是什么？,0,known_controlled_v3,physical_quantity,物质的量,国际单位,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0437,请回答：国际奥委会的化学式是什么？,1,unknown_controlled_v3,organization,国际奥委会,化学式,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0438,请回答：JavaScript的所在山脉是什么？,1,unknown_controlled_v3,programming_language,JavaScript,所在山脉,23,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0439,请回答：《茶馆》的首都是什么？,1,unknown_controlled_v3,book,《茶馆》,首都,15,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0440,请回答：碳的主要流经大洲是什么？,1,unknown_controlled_v3,element,碳,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0441,请回答：磁通量的国际单位是什么？,0,known_controlled_v3,physical_quantity,磁通量,国际单位,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0442,请回答：金的主要流经大洲是什么？,1,unknown_controlled_v3,element,金,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0443,请回答：电阻的国际单位是什么？,0,known_controlled_v3,physical_quantity,电阻,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0444,请回答：氮气的化学式是什么？,0,known_controlled_v3,chemical_compound,氮气,化学式,14,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0445,请回答：铁的化学符号是什么？,0,known_controlled_v3,element,铁,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0446,请回答：长度的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,长度,出生国家,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0447,请回答：南非的首都是什么？,0,known_controlled_v3,country,南非,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0448,请回答：伏尔加河的化学符号是什么？,1,unknown_controlled_v3,river,伏尔加河,化学符号,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0449,请回答：《悲惨世界》的首都是什么？,1,unknown_controlled_v3,book,《悲惨世界》,首都,17,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0450,请回答：亚里士多德的出生国家是什么？,0,known_controlled_v3,person,亚里士多德,出生国家,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0451,请回答：湄公河的主要流经大洲是什么？,0,known_controlled_v3,river,湄公河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0452,请回答：R语言的主要设计者是什么？,0,known_controlled_v3,programming_language,R语言,主要设计者,17,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0453,请回答：贝多芬的出生国家是什么？,0,known_controlled_v3,person,贝多芬,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0454,请回答：温度的国际单位是什么？,0,known_controlled_v3,physical_quantity,温度,国际单位,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0455,请回答：功的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,功,出生国家,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0456,请回答：法国的作者是什么？,1,unknown_controlled_v3,country,法国,作者,13,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0457,请回答：欧洲中央银行的总部所在地是什么？,0,known_controlled_v3,organization,欧洲中央银行,总部所在地,20,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0458,请回答：马纳斯卢峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,马纳斯卢峰,主要设计者,19,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0459,请回答：东盟的总部所在地是什么？,0,known_controlled_v3,organization,东盟,总部所在地,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0460,请回答：氢气的化学式是什么？,0,known_controlled_v3,chemical_compound,氢气,化学式,14,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0461,请回答：Julia的主要设计者是什么？,0,known_controlled_v3,programming_language,Julia,主要设计者,19,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0462,请回答：硫酸铜的化学式是什么？,0,known_controlled_v3,chemical_compound,硫酸铜,化学式,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0463,请回答：氦的化学符号是什么？,0,known_controlled_v3,element,氦,化学符号,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0464,请回答：马克思的国际单位是什么？,1,unknown_controlled_v3,person,马克思,国际单位,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0465,请回答：硫酸的化学式是什么？,0,known_controlled_v3,chemical_compound,硫酸,化学式,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0466,请回答：伽利略的出生国家是什么？,0,known_controlled_v3,person,伽利略,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0467,请回答：TypeScript的所在山脉是什么？,1,unknown_controlled_v3,programming_language,TypeScript,所在山脉,23,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0468,请回答：光强的出生国家是什么？,1,unknown_controlled_v3,physical_quantity,光强,出生国家,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0469,请回答：碘的主要流经大洲是什么？,1,unknown_controlled_v3,element,碘,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0470,请回答：肯尼亚的首都是什么？,0,known_controlled_v3,country,肯尼亚,首都,14,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0471,请回答：贝多芬的国际单位是什么？,1,unknown_controlled_v3,person,贝多芬,国际单位,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0472,请回答：C语言的所在山脉是什么？,1,unknown_controlled_v3,programming_language,C语言,所在山脉,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0473,请回答：加拿大的作者是什么？,1,unknown_controlled_v3,country,加拿大,作者,14,8,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0474,请回答：Ruby的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Ruby,所在山脉,17,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0475,请回答：奥里诺科河的化学符号是什么？,1,unknown_controlled_v3,river,奥里诺科河,化学符号,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0476,请回答：氨气的化学式是什么？,0,known_controlled_v3,chemical_compound,氨气,化学式,14,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0477,请回答：勃朗峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,勃朗峰,主要设计者,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0478,请回答：国际民航组织的化学式是什么？,1,unknown_controlled_v3,organization,国际民航组织,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0479,请回答：Java的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Java,所在山脉,17,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0480,请回答：北约的化学式是什么？,1,unknown_controlled_v3,organization,北约,化学式,14,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0481,请回答：世界贸易组织的化学式是什么？,1,unknown_controlled_v3,organization,世界贸易组织,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0482,请回答：Dart的主要设计者是什么？,0,known_controlled_v3,programming_language,Dart,主要设计者,18,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0483,请回答：钠的主要流经大洲是什么？,1,unknown_controlled_v3,element,钠,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0484,请回答：Pascal的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Pascal,所在山脉,19,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0485,请回答：富士山的所在山脉是什么？,0,known_controlled_v3,mountain,富士山,所在山脉,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0486,请回答：Erlang的所在山脉是什么？,1,unknown_controlled_v3,programming_language,Erlang,所在山脉,19,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0487,请回答：洛子峰的主要设计者是什么？,1,unknown_controlled_v3,mountain,洛子峰,主要设计者,17,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0488,请回答：铁的主要流经大洲是什么？,1,unknown_controlled_v3,element,铁,主要流经大洲,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0489,请回答：《朝花夕拾》的作者是什么？,0,known_controlled_v3,book,《朝花夕拾》,作者,17,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0490,请回答：尼日利亚的首都是什么？,0,known_controlled_v3,country,尼日利亚,首都,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0491,请回答：加速度的国际单位是什么？,0,known_controlled_v3,physical_quantity,加速度,国际单位,16,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0492,请回答：德国的首都是什么？,0,known_controlled_v3,country,德国,首都,13,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0493,请回答：苏格拉底的出生国家是什么？,0,known_controlled_v3,person,苏格拉底,出生国家,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0494,请回答：卓奥友峰的所在山脉是什么？,0,known_controlled_v3,mountain,卓奥友峰,所在山脉,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0495,请回答：多瑙河的主要流经大洲是什么？,0,known_controlled_v3,river,多瑙河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0496,请回答：刚果河的主要流经大洲是什么？,0,known_controlled_v3,river,刚果河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0497,请回答：《边城》的作者是什么？,0,known_controlled_v3,book,《边城》,作者,15,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0498,请回答：《小王子》的作者是什么？,0,known_controlled_v3,book,《小王子》,作者,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0499,请回答：国际货币基金组织的化学式是什么？,1,unknown_controlled_v3,organization,国际货币基金组织,化学式,20,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0500,请回答：石油输出国组织的总部所在地是什么？,0,known_controlled_v3,organization,石油输出国组织,总部所在地,21,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0501,请回答：阿姆河的主要流经大洲是什么？,0,known_controlled_v3,river,阿姆河,主要流经大洲,18,13,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0502,请回答：泰山的主要设计者是什么？,1,unknown_controlled_v3,mountain,泰山,主要设计者,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0503,请回答：亚洲开发银行的化学式是什么？,1,unknown_controlled_v3,organization,亚洲开发银行,化学式,18,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0504,请回答：阿姆河的化学符号是什么？,1,unknown_controlled_v3,river,阿姆河,化学符号,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0505,请回答：达芬奇的出生国家是什么？,0,known_controlled_v3,person,达芬奇,出生国家,16,11,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0506,请回答：葡萄糖的化学式是什么？,0,known_controlled_v3,chemical_compound,葡萄糖,化学式,15,10,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0507,请回答：叶尼塞河的化学符号是什么？,1,unknown_controlled_v3,river,叶尼塞河,化学符号,17,12,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0508,请回答：珠江的化学符号是什么？,1,unknown_controlled_v3,river,珠江,化学符号,15,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0509,请回答：特斯拉的国际单位是什么？,1,unknown_controlled_v3,person,特斯拉,国际单位,16,9,Qwen/Qwen2.5-0.5B-Instruct
ctrlv3_0510,请回答：氯化钠的化学式是什么？,0,known_controlled_v3,chemical_compound,氯化钠,化学式,15,11,Qwen/Qwen2.5-0.5B-Instruct
