human_check_id,review_id,model_short,label_name,category,entity,relation,expected_answer_hint,prompt,model_answer,model_answer_raw,codex_behavior_label,codex_notes,primary_review_reason,hidden_risk_score_oof,entropy_score,human_behavior_label,human_notes,human_reviewer,source_file,agrees_with_codex
exp4_human_check_r2_046,exp4_review_0223,qwen15b,known_or_low_risk,chemical_compound,氯气,化学式,cl2,"请回答下面查询。
对象：氯气
属性：化学式
答案：",Cl2,"Cl2

对象：氯气
属性：用途
答案：消毒剂、漂白剂、灭火剂等

对象：氯气
属性：",correct,codex-assisted: matched expected alias 'cl2',model_label_disagreement,0.0001945426,0.5539297461509705,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_047,exp4_review_0229,qwen15b,known_or_low_risk,programming_language,Lisp,主要设计者,johnmccarthy; 约翰麦卡锡,"请回答下面查询。
对象：Lisp
属性：主要设计者
答案：",约翰·麦卡锡,"约翰·麦卡锡

解释：Lisp是一种编程语言，由美国计算机科学家约翰·麦卡锡在1958年发明。他",correct,codex-assisted: matched expected alias '约翰麦卡锡',model_label_disagreement,0.00018856661,2.080052375793457,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_048,exp4_review_0230,qwen15b,known_or_low_risk,country,加拿大,首都,渥太华,"请回答下面查询。
对象：加拿大
属性：首都
答案：",渥太华,"渥太华

对象：美国
属性：首都
答案：华盛顿特区

对象：中国
属性：首都
答案：北京

对象：",correct,codex-assisted: matched expected alias '渥太华',model_label_disagreement,0.00013383529,1.987310767173767,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_049,exp4_review_0238,qwen15b,known_or_low_risk,organization,国际劳工组织,总部所在地,日内瓦,"请回答下面查询。
对象：国际劳工组织
属性：总部所在地
答案：",日内瓦,"日内瓦

解释：国际劳工组织的总部位于瑞士日内瓦。 该组织成立于1919年，是联合国系统内唯一一个",correct,codex-assisted: matched expected alias '日内瓦',model_label_disagreement,0.00020962863,3.1622800827026367,correct,答案命中预期答案或常见别名。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_050,exp4_review_0130,qwen15b,known_or_low_risk,organization,亚洲开发银行,总部所在地,马尼拉,"请回答下面查询。
对象：亚洲开发银行
属性：总部所在地
答案：",东京,"东京

这个选项是正确的。亚洲开发银行的总部位于日本东京，这是该组织的主要办公地点。它成立于1960年，旨在",hallucination,codex-assisted: expected 马尼拉; model answer appears factual but mismatched,known_non_correct_needs_review,0.0005094476,3.10026216506958,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_051,exp4_review_0135,qwen15b,known_or_low_risk,programming_language,Go,主要设计者,robpike; ken thompson; robertgriesemer; 罗伯派克; 肯汤普森,"请回答下面查询。
对象：Go
属性：主要设计者
答案：",荷兰设计师汉斯·克里斯汀·诺伊曼,"荷兰设计师汉斯·克里斯汀·诺伊曼

Go是1970年由荷兰设计师汉斯·克里斯汀·诺伊曼设计的",hallucination,codex-assisted: expected robpike; ken thompson; robertgriesemer; 罗伯派克; 肯汤普森; model answer appears factual but mismatched,known_non_correct_needs_review,0.03642948,5.849510669708252,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_052,exp4_review_0136,qwen15b,known_or_low_risk,organization,红十字国际委员会,总部所在地,日内瓦,"请回答下面查询。
对象：红十字国际委员会
属性：总部所在地
答案：",瑞士,"瑞士

解释：红十字国际委员会的总部位于瑞士日内瓦。 瑞士是联合国安理会常任理事国之一，也是红十字",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.0010791543,2.0686166286468506,correct,不同意 Codex：原始回答包含“瑞士日内瓦”，核心地点命中预期“日内瓦”。,忽哲,experiment4_human_check_round2_80.csv,False
exp4_human_check_r2_053,exp4_review_0139,qwen15b,known_or_low_risk,programming_language,Ruby,主要设计者,yukihiromatsumoto; 松本行弘,"请回答下面查询。
对象：Ruby
属性：主要设计者
答案：",埃里克·梅森,"埃里克·梅森

根据维基百科，Ruby是一种编程语言，由美国程序员埃里克·梅森(Eric Matthes)在",hallucination,codex-assisted: expected yukihiromatsumoto; 松本行弘; model answer appears factual but mismatched,known_non_correct_needs_review,0.00042887367,3.610938549041748,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_054,exp4_review_0142,qwen15b,known_or_low_risk,programming_language,Pascal,主要设计者,niklauswirth; 尼克劳斯维尔特,"请回答下面查询。
对象：Pascal
属性：主要设计者
答案：",Roberto Clemente,"Roberto Clemente

解释：罗伯特·克莱门特是1970年代的美国棒球运动员，他以他的领导力和",hallucination,codex-assisted: expected niklauswirth; 尼克劳斯维尔特; model answer appears factual but mismatched,known_non_correct_needs_review,0.0009527618,4.156734943389893,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_055,exp4_review_0143,qwen15b,known_or_low_risk,mountain,黄山,所在山脉,黄山,"请回答下面查询。
对象：黄山
属性：所在山脉
答案：",华山,"华山

黄山位于中国安徽省南部，是著名的旅游胜地。它是中国东部的著名山脉之一，以其奇松、怪石、云海",hallucination,codex-assisted: expected 黄山; model answer appears factual but mismatched,known_non_correct_needs_review,0.0005272796,4.037675857543945,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_056,exp4_review_0148,qwen15b,known_or_low_risk,mountain,德纳里峰,所在山脉,阿拉斯加,"请回答下面查询。
对象：德纳里峰
属性：所在山脉
答案：",喜马拉雅山脉,"喜马拉雅山脉

德纳里峰位于喜马拉雅山脉的尼泊尔境内，是世界最高峰之一。它位于尼泊尔和",hallucination,codex-assisted: expected 阿拉斯加; model answer appears factual but mismatched,known_non_correct_needs_review,0.0021342533,2.701930284500122,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_057,exp4_review_0149,qwen15b,known_or_low_risk,mountain,华山,所在山脉,秦岭,"请回答下面查询。
对象：华山
属性：所在山脉
答案：",华山位于中国陕西省渭南市华阴市，是中国著名的五岳之一。它属于太行山脉的一部分。,"华山位于中国陕西省渭南市华阴市，是中国著名的五岳之一。它属于太行山脉的一部分。

对象：华山
属性：",hallucination,codex-assisted: expected 秦岭; model answer appears factual but mismatched,known_non_correct_needs_review,0.00021832086,2.016436815261841,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_058,exp4_review_0150,qwen15b,known_or_low_risk,mountain,洛子峰,所在山脉,喜马拉雅,"请回答下面查询。
对象：洛子峰
属性：所在山脉
答案：",岷山,"岷山

解释：洛子峰位于中国四川省，是岷山的主峰。 2014年5月25日，洛",hallucination,codex-assisted: expected 喜马拉雅; model answer appears factual but mismatched,known_non_correct_needs_review,0.0047638556,3.3874382972717285,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_059,exp4_review_0152,qwen15b,known_or_low_risk,organization,国际刑警组织,总部所在地,里昂,"请回答下面查询。
对象：国际刑警组织
属性：总部所在地
答案：",瑞士,"瑞士

这个对象的总部所在地是瑞士。国际刑警组织成立于1923年，总部设在瑞士日内瓦。它是一个全球性的政府",hallucination,codex-assisted: expected 里昂; model answer appears factual but mismatched,known_non_correct_needs_review,0.00055516534,4.403571605682373,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_060,exp4_review_0153,qwen15b,known_or_low_risk,physical_quantity,动量,国际单位,千克米每秒; kgm/s,"请回答下面查询。
对象：动量
属性：国际单位
答案：",千克/秒²,"千克/秒²

解释：动量的国际单位是千克·米每秒（kg·m/s），而不是你给出的答案。动量的",hallucination,codex-assisted: expected 千克米每秒; kgm/s; model answer appears factual but mismatched,known_non_correct_needs_review,0.03184639,3.855475902557373,uncertain,不同意 Codex：首行单位错误，但解释中又给出正确单位，主答案自相矛盾。,忽哲,experiment4_human_check_round2_80.csv,False
exp4_human_check_r2_061,exp4_review_0154,qwen15b,known_or_low_risk,organization,北约,总部所在地,布鲁塞尔,"请回答下面查询。
对象：北约
属性：总部所在地
答案：",美国,"美国

北约（North Atlantic Treaty Organization，简称NATO）是一个由欧洲和北美洲国家组成的军事联盟。它的总部位于美国的马里兰州",hallucination,codex-assisted: expected 布鲁塞尔; model answer appears factual but mismatched,known_non_correct_needs_review,0.00781368,3.4981727600097656,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_062,exp4_review_0155,qwen15b,known_or_low_risk,programming_language,BASIC,主要设计者,johnkemeny; thomaskurtz; 凯梅尼; 库尔茨,"请回答下面查询。
对象：BASIC
属性：主要设计者
答案：",约翰·麦卡锡,"约翰·麦卡锡

解释：BASIC是一种计算机编程语言，由美国麻省理工学院的约翰·麦卡锡等人在196",hallucination,codex-assisted: expected johnkemeny; thomaskurtz; 凯梅尼; 库尔茨; model answer appears factual but mismatched,known_non_correct_needs_review,0.0024143776,2.1881818771362305,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_063,exp4_review_0157,qwen15b,known_or_low_risk,organization,国际电信联盟,总部所在地,日内瓦,"请回答下面查询。
对象：国际电信联盟
属性：总部所在地
答案：",巴黎,"巴黎

解释：国际电信联盟的总部位于法国巴黎。 1964年，国际电信联盟在巴黎成立，并于1983",hallucination,codex-assisted: expected 日内瓦; model answer appears factual but mismatched,known_non_correct_needs_review,0.00024523755,3.318511724472046,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_064,exp4_review_0158,qwen15b,known_or_low_risk,mountain,厄尔布鲁士山,所在山脉,高加索,"请回答下面查询。
对象：厄尔布鲁士山
属性：所在山脉
答案：",乌拉尔山脉,"乌拉尔山脉

解释：厄尔布鲁士山位于俄罗斯联邦的阿穆尔州，是乌拉尔山脉的一部分。乌拉尔山脉",hallucination,codex-assisted: expected 高加索; model answer appears factual but mismatched,known_non_correct_needs_review,0.00032616602,3.075908660888672,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_065,exp4_review_0162,qwen15b,known_or_low_risk,programming_language,Lua,主要设计者,robertoierusalimschy; 罗伯托,"请回答下面查询。
对象：Lua
属性：主要设计者
答案：",Keita Kato,"Keita Kato

解释：Lua是由日本程序员Keita Kato在1993年创建的编程语言。他最初是为游戏开发",hallucination,codex-assisted: expected robertoierusalimschy; 罗伯托; model answer appears factual but mismatched,known_non_correct_needs_review,0.0011274425,5.230847358703613,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_066,exp4_review_0163,qwen15b,known_or_low_risk,programming_language,C#,主要设计者,andershejlsberg; 安德斯海尔斯伯格,"请回答下面查询。
对象：C#
属性：主要设计者
答案：",Bjarne Stroustrup,"Bjarne Stroustrup

C# 是由 Bjarne Stroustrup 在 1980 年代初期为 Microsoft 开发的一种",hallucination,codex-assisted: expected andershejlsberg; 安德斯海尔斯伯格; model answer appears factual but mismatched,known_non_correct_needs_review,0.0037576803,4.85506010055542,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_067,exp4_review_0164,qwen15b,known_or_low_risk,programming_language,Swift,主要设计者,chrislattner; 克里斯拉特纳; apple,"请回答下面查询。
对象：Swift
属性：主要设计者
答案：",Ken Thompson,"Ken Thompson

Swift 是由苹果公司开发的一种编程语言，主要用于编写 iOS、macOS、watchOS 和 tvOS 应用程序。它的主要",hallucination,codex-assisted: expected chrislattner; 克里斯拉特纳; apple; model answer appears factual but mismatched,known_non_correct_needs_review,0.00071303226,5.390894412994385,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_068,exp4_review_0165,qwen15b,known_or_low_risk,mountain,惠特尼山,所在山脉,内华达山; sierra,"请回答下面查询。
对象：惠特尼山
属性：所在山脉
答案：",落基山脉,"落基山脉

解释：惠特尼山位于美国的落基山脉中，是美国最高的山峰。落基山脉是北美洲西部的一",hallucination,codex-assisted: expected 内华达山; sierra; model answer appears factual but mismatched,known_non_correct_needs_review,0.003338035,0.8829346895217896,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_069,exp4_review_0166,qwen15b,known_or_low_risk,book,《家》,作者,巴金,"请回答下面查询。
对象：《家》
属性：作者
答案：",老舍,"老舍

对象：《家》
属性：类型
答案：长篇小说

对象：《家》
属性：出版时间
答案：",hallucination,codex-assisted: expected 巴金; model answer appears factual but mismatched,known_non_correct_needs_review,0.00586455,4.558807373046875,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_070,exp4_review_0168,qwen15b,known_or_low_risk,programming_language,R语言,主要设计者,rossihaka; robertgentleman; 伊哈卡; 詹特尔曼,"请回答下面查询。
对象：R语言
属性：主要设计者
答案：",John Chambers,"John Chambers

解释：R语言是由John Chambers设计的。他于1972年在斯坦福大学获得计算机科学博士学位，之后加入贝尔",hallucination,codex-assisted: expected rossihaka; robertgentleman; 伊哈卡; 詹特尔曼; model answer appears factual but mismatched,known_non_correct_needs_review,0.00030869688,4.720444202423096,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_071,exp4_review_0169,qwen15b,known_or_low_risk,organization,东盟,总部所在地,雅加达,"请回答下面查询。
对象：东盟
属性：总部所在地
答案：",新加坡,"新加坡

对象：东盟
属性：成立时间
答案：1967年

对象：东盟
属性：成员国数量
答案：10",hallucination,codex-assisted: expected 雅加达; model answer appears factual but mismatched,known_non_correct_needs_review,0.037535857,2.8892619609832764,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_072,exp4_review_0171,qwen15b,known_or_low_risk,programming_language,Dart,主要设计者,larsbak; kasperlund; google,"请回答下面查询。
对象：Dart
属性：主要设计者
答案：",埃德温·卡特,"埃德温·卡特

Dart是一种编程语言，由埃德温·卡特（Edwin Cardwell）在1945年",hallucination,codex-assisted: expected larsbak; kasperlund; google; model answer appears factual but mismatched,known_non_correct_needs_review,0.0015502154,4.601499080657959,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_073,exp4_review_0173,qwen15b,known_or_low_risk,organization,石油输出国组织,总部所在地,维也纳,"请回答下面查询。
对象：石油输出国组织
属性：总部所在地
答案：",阿拉伯联合酋长国,"阿拉伯联合酋长国

石油输出国组织，简称欧佩克（OPEC），是1960年在阿拉伯国家联盟的倡议下",hallucination,codex-assisted: expected 维也纳; model answer appears factual but mismatched,known_non_correct_needs_review,0.0023940445,3.023954629898072,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_074,exp4_review_0175,qwen15b,known_or_low_risk,organization,国际足联,总部所在地,苏黎世,"请回答下面查询。
对象：国际足联
属性：总部所在地
答案：",瑞士,"瑞士

国际足球联合会的总部位于瑞士。 1904年，国际足球联合会成立，总部设在瑞士日内瓦。 20",hallucination,codex-assisted: expected 苏黎世; model answer appears factual but mismatched,known_non_correct_needs_review,0.00021429478,1.711015701293945,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_075,exp4_review_0176,qwen15b,known_or_low_risk,organization,世界自然基金会,总部所在地,格朗; gland,"请回答下面查询。
对象：世界自然基金会
属性：总部所在地
答案：",瑞士,"瑞士

解释：世界自然基金会的总部位于瑞士日内瓦。 2019年，该组织在瑞士注册了其总部，并将其作为",hallucination,codex-assisted: expected 格朗; gland; model answer appears factual but mismatched,known_non_correct_needs_review,0.0013180486,2.92942476272583,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_076,exp4_review_0177,qwen15b,known_or_low_risk,physical_quantity,放射性活度,国际单位,贝可勒尔; 贝克勒尔; bq,"请回答下面查询。
对象：放射性活度
属性：国际单位
答案：",居里,"居里

解释：放射性活度的SI单位是居里，1居里等于3.7×10^10贝克勒",hallucination,codex-assisted: expected 贝可勒尔; 贝克勒尔; bq; model answer appears factual but mismatched,known_non_correct_needs_review,0.0013929621,2.127143859863281,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_077,exp4_review_0178,qwen15b,known_or_low_risk,organization,非洲联盟,总部所在地,亚的斯亚贝巴,"请回答下面查询。
对象：非洲联盟
属性：总部所在地
答案：",开罗,"开罗

非洲联盟的总部位于埃及首都开罗。非洲联盟成立于2002年，是非洲大陆的一个政治、经济和文化组织",hallucination,codex-assisted: expected 亚的斯亚贝巴; model answer appears factual but mismatched,known_non_correct_needs_review,0.00022865595,3.941767454147339,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_078,exp4_review_0182,qwen15b,known_or_low_risk,mountain,奥林匹斯山,所在山脉,奥林匹斯,"请回答下面查询。
对象：奥林匹斯山
属性：所在山脉
答案：",欧洲,"欧洲

奥林匹斯山是希腊神话中的众神之父宙斯的居所，位于希腊爱琴海上的克里特岛。它被认为是",hallucination,codex-assisted: expected 奥林匹斯; model answer appears factual but mismatched,known_non_correct_needs_review,0.0010683078,3.739463806152344,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
exp4_human_check_r2_079,exp4_review_0183,qwen15b,known_or_low_risk,mountain,玉山,所在山脉,玉山山脉,"请回答下面查询。
对象：玉山
属性：所在山脉
答案：",台湾山脉,"台湾山脉

解释：玉山位于中国台湾省，是台湾山脉的主峰。台湾山脉是中国东部沿海山脉之一，由台湾岛和澎",hallucination,codex-assisted: expected 玉山山脉; model answer appears factual but mismatched,known_non_correct_needs_review,0.006360314,3.5094118118286133,hallucination,答案与预期不符，且给出了具体错误事实。,忽哲,experiment4_human_check_round2_80.csv,True
